"chart_position","chart_date","song","performer","song_id"
67,2020-12-26,"Dorothea","Taylor Swift","DorotheaTaylor Swift"
57,2020-12-26,"Evermore","Taylor Swift Featuring Bon Iver","EvermoreTaylor Swift Featuring Bon Iver"
40,2020-12-26,"Gold Rush","Taylor Swift","Gold RushTaylor Swift"
52,2020-12-26,"Happiness","Taylor Swift","HappinessTaylor Swift"
85,2020-12-26,"Heaven On Earth","Kid Cudi","Heaven On EarthKid Cudi"
61,2020-12-26,"Ivy","Taylor Swift","IvyTaylor Swift"
68,2020-12-26,"Long Story Short","Taylor Swift","Long Story ShortTaylor Swift"
75,2020-12-26,"Marjorie","Taylor Swift","MarjorieTaylor Swift"
78,2020-12-26,"Mr. Solo Dolo III","Kid Cudi","Mr. Solo Dolo IIIKid Cudi"
90,2020-12-26,"Sad People","Kid Cudi","Sad PeopleKid Cudi"
49,2020-12-26,"She Knows This","Kid Cudi","She Knows ThisKid Cudi"
54,2020-12-26,"Show Out","Kid Cudi, Skepta & Pop Smoke","Show OutKid Cudi, Skepta & Pop Smoke"
45,2020-12-26,"Tolerate It","Taylor Swift","Tolerate ItTaylor Swift"
60,2021-01-02,"Gnat","Eminem","GnatEminem"
50,2021-01-02,"I'll Be Home For Christmas","Bing Crosby","I'll Be Home For ChristmasBing Crosby"
36,2021-01-02,"Mele Kalikimaka (Merry Christmas)","Bing Crosby & The Andrews Sisters","Mele Kalikimaka (Merry Christmas)Bing Crosby & The Andrews Sisters"
78,2021-01-02,"The First Noel","Gabby Barrett","The First NoelGabby Barrett"
93,2021-01-09,"Death Ain't Easy","Lil Durk","Death Ain't EasyLil Durk"
82,2021-01-09,"Go2DaMoon","Playboi Carti Featuring Kanye West","Go2DaMoonPlayboi Carti Featuring Kanye West"
99,2021-01-09,"M3tamorphosis","Playboi Carti Featuring Kid Cudi","M3tamorphosisPlayboi Carti Featuring Kid Cudi"
92,2021-01-09,"New N3on","Playboi Carti","New N3onPlayboi Carti"
71,2021-01-09,"Redman","Lil Durk","RedmanLil Durk"
86,2021-01-09,"Refugee","Lil Durk","RefugeeLil Durk"
72,2021-01-09,"Slay3r","Playboi Carti","Slay3rPlayboi Carti"
90,2021-01-09,"Vamp Anthem","Playboi Carti","Vamp AnthemPlayboi Carti"
97,2021-01-23,"Girl Like Me","Jazmine Sullivan Featuring H.E.R.","Girl Like MeJazmine Sullivan Featuring H.E.R."
66,2021-01-23,"More Surprised Than Me","Morgan Wallen","More Surprised Than MeMorgan Wallen"
63,2021-01-23,"Neon Eyes","Morgan Wallen","Neon EyesMorgan Wallen"
90,2021-01-23,"Only Thing That's Gone","Morgan Wallen Featuring Chris Stapleton","Only Thing That's GoneMorgan Wallen Featuring Chris Stapleton"
86,2021-01-23,"Outlaw","Morgan Wallen Featuring Ben Burgess","OutlawMorgan Wallen Featuring Ben Burgess"
92,2021-01-23,"This Bar","Morgan Wallen","This BarMorgan Wallen"
83,2021-01-23,"Whiskey'd My Way","Morgan Wallen","Whiskey'd My WayMorgan Wallen"
93,2021-01-23,"Wonderin' Bout The Wind","Morgan Wallen","Wonderin' Bout The WindMorgan Wallen"
84,2021-01-23,"Your Bartender","Morgan Wallen","Your BartenderMorgan Wallen"
94,2021-01-30,"Better Days","Ant Clemons Featuring Justin Timberlake","Better DaysAnt Clemons Featuring Justin Timberlake"
92,2021-01-30,"De Una Vez","Selena Gomez","De Una VezSelena Gomez"
100,2021-02-06,"Antes","Anuel AA & Ozuna","AntesAnuel AA & Ozuna"
62,2021-02-06,"Lo Vas A Olvidar","Billie Eilish & ROSALIA","Lo Vas A OlvidarBillie Eilish & ROSALIA"
96,2021-02-13,"Fake Woke","Tom MacDonald","Fake WokeTom MacDonald"
91,2021-02-13,"Kanye Krazy","Lil Durk","Kanye KrazyLil Durk"
53,2021-02-13,"Should've Ducked","Lil Durk Featuring Pooh Shiesty","Should've DuckedLil Durk Featuring Pooh Shiesty"
81,2021-02-20,"Box Of Churches","Pooh Shiesty Featuring 21 Savage","Box Of ChurchesPooh Shiesty Featuring 21 Savage"
55,2021-02-20,"GNF (OKOKOK)","Polo G","GNF (OKOKOK)Polo G"
64,2021-02-20,"Provide","G-Eazy Featuring Chris Brown & Mark Morrison","ProvideG-Eazy Featuring Chris Brown & Mark Morrison"
51,2021-02-27,"What It Feels Like","Nipsey Hussle & JAY-Z","What It Feels LikeNipsey Hussle & JAY-Z"
88,2021-03-06,"Chicken Tendies","Clinton Kane","Chicken TendiesClinton Kane"
67,2021-03-06,"Hit Bout It","Lil Yachty Featuring Kodak Black","Hit Bout ItLil Yachty Featuring Kodak Black"
61,2021-03-06,"Test Drive","Ariana Grande","Test DriveAriana Grande"
90,2021-03-06,"ZaZa","6ix9ine","ZaZa6ix9ine"
74,2021-03-13,"Only Wanna Be With You","Post Malone","Only Wanna Be With YouPost Malone"
97,2021-03-20,"Life's A Mess II","Juice WRLD, Clever & Post Malone","Life's A Mess IIJuice WRLD, Clever & Post Malone"
88,2021-03-27,"Daywalker!","Machine Gun Kelly & CORPSE","Daywalker!Machine Gun Kelly & CORPSE"
79,2021-03-27,"Lost","NF Featuring Hopsin","LostNF Featuring Hopsin"
70,2021-03-27,"On The Ground","ROSE","On The GroundROSE"
68,2021-04-03,"2 Much","Justin Bieber","2 MuchJustin Bieber"
76,2021-04-03,"Deserve You","Justin Bieber","Deserve YouJustin Bieber"
81,2021-04-03,"Die For You","Justin Bieber Featuring Dominic Fike","Die For YouJustin Bieber Featuring Dominic Fike"
84,2021-04-03,"Love You Different","Justin Bieber Featuring BEAM","Love You DifferentJustin Bieber Featuring BEAM"
87,2021-04-03,"Loved By You","Justin Bieber Featuring Burna Boy","Loved By YouJustin Bieber Featuring Burna Boy"
64,2021-04-03,"Off My Face","Justin Bieber","Off My FaceJustin Bieber"
91,2021-04-03,"Somebody","Justin Bieber","SomebodyJustin Bieber"
62,2021-04-03,"Unstable","Justin Bieber Featuring The Kid LAROI","UnstableJustin Bieber Featuring The Kid LAROI"
71,2021-04-10,"All I Got","Rod Wave","All I GotRod Wave"
65,2021-04-10,"Blame On You","Rod Wave","Blame On YouRod Wave"
63,2021-04-10,"Don't Forget","Rod Wave","Don't ForgetRod Wave"
61,2021-04-10,"Gone Till November","Rod Wave","Gone Till NovemberRod Wave"
88,2021-04-10,"How The Game Go","Rod Wave","How The Game GoRod Wave"
89,2021-04-10,"OMDB","Rod Wave","OMDBRod Wave"
85,2021-04-10,"Pills & Billz","Rod Wave","Pills & BillzRod Wave"
96,2021-04-10,"Shock Da World","Rod Wave","Shock Da WorldRod Wave"
98,2021-04-10,"Sneaky Links","Rod Wave","Sneaky LinksRod Wave"
55,2021-04-10,"SoulFly","Rod Wave","SoulFlyRod Wave"
94,2021-04-10,"What's Love??","Rod Wave","What's Love??Rod Wave"
81,2021-04-17,"Film Out","BTS","Film OutBTS"
71,2021-04-24,"Fearless (Taylor's Version)","Taylor Swift","Fearless (Taylor's Version)Taylor Swift"
88,2021-04-24,"Fifteen (Taylor's Version)","Taylor Swift","Fifteen (Taylor's Version)Taylor Swift"
65,2021-04-24,"Forever & Always (Taylor's Version)","Taylor Swift","Forever & Always (Taylor's Version)Taylor Swift"
87,2021-04-24,"Shy Away","twenty one pilots","Shy Awaytwenty one pilots"
94,2021-04-24,"The Way I Loved You (Taylor's Version)","Taylor Swift","The Way I Loved You (Taylor's Version)Taylor Swift"
75,2021-04-24,"You Belong With Me (Taylor's Version)","Taylor Swift","You Belong With Me (Taylor's Version)Taylor Swift"
66,2021-05-01,"Came And Saw","Young Thug Featuring Rowdy Rebel","Came And SawYoung Thug Featuring Rowdy Rebel"
46,2021-05-01,"Diamonds Dancing","Young Thug & Gunna Featuring Travis Scott","Diamonds DancingYoung Thug & Gunna Featuring Travis Scott"
77,2021-05-01,"Paid The Fine","Young Thug & Gunna Featuring Lil Baby & YTB Trench","Paid The FineYoung Thug & Gunna Featuring Lil Baby & YTB Trench"
59,2021-05-01,"Proud Of You","Young Thug Featuring Lil Uzi Vert & Yung Kayo","Proud Of YouYoung Thug Featuring Lil Uzi Vert & Yung Kayo"
99,2021-05-01,"Slatty","Young Thug & Gunna Featuring Yak Gotti & Lil Duke","SlattyYoung Thug & Gunna Featuring Yak Gotti & Lil Duke"
100,2021-05-08,"Clear Da Air","Moneybagg Yo","Clear Da AirMoneybagg Yo"
80,2021-05-08,"Free Promo","Moneybagg Yo Featuring Polo G & Lil Durk","Free PromoMoneybagg Yo Featuring Polo G & Lil Durk"
82,2021-05-08,"Just Say Det","Moneybagg Yo","Just Say DetMoneybagg Yo"
84,2021-05-15,"Big Paper","DJ Khaled Featuring Cardi B","Big PaperDJ Khaled Featuring Cardi B"
79,2021-05-15,"Body In Motion","DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch","Body In MotionDJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch"
85,2021-05-15,"Durag Activity","Baby Keem & Travis Scott","Durag ActivityBaby Keem & Travis Scott"
90,2021-05-15,"Final Warning","NLE Choppa","Final WarningNLE Choppa"
30,2021-05-15,"Sorry Not Sorry","DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy","Sorry Not SorryDJ Khaled Featuring Nas, JAY-Z & James Fauntleroy"
100,2021-05-15,"Thankful","DJ Khaled Featuring Lil Wayne & Jeremih","ThankfulDJ Khaled Featuring Lil Wayne & Jeremih"
82,2021-05-22,"What You Need","Don Toliver","What You NeedDon Toliver"
100,2021-05-29,"Crocodile Teeth","Nicki Minaj & Skillibeng","Crocodile TeethNicki Minaj & Skillibeng"
52,2021-05-29,"Fractions","Nicki Minaj","FractionsNicki Minaj"
67,2021-05-29,"His & Hers","Internet Money, Don Toliver & Lil Uzi Vert Featuring Gunna","His & HersInternet Money, Don Toliver & Lil Uzi Vert Featuring Gunna"
82,2021-05-29,"Itty Bitty Piggy","Nicki Minaj","Itty Bitty PiggyNicki Minaj"
78,2021-05-29,"White Teeth","YoungBoy Never Broke Again","White TeethYoungBoy Never Broke Again"
33,2021-05-29,"close","J. Cole","closeJ. Cole"
28,2021-05-29,"hunger.on.hillside","J. Cole & Bas","hunger.on.hillsideJ. Cole & Bas"
92,2021-06-05,"24 Hours","A Boogie Wit da Hoodie Featuring Lil Durk","24 HoursA Boogie Wit da Hoodie Featuring Lil Durk"
62,2021-06-12,"Killer","Eminem Featuring Jack Harlow & Cordae","KillerEminem Featuring Jack Harlow & Cordae"
99,2021-06-19,"If You Want To","Lil Baby & Lil Durk","If You Want ToLil Baby & Lil Durk"
70,2021-06-19,"Lying","Lil Baby & Lil Durk","LyingLil Baby & Lil Durk"
60,2021-06-19,"Man Of My Word","Lil Baby & Lil Durk","Man Of My WordLil Baby & Lil Durk"
67,2021-06-19,"Medical","Lil Baby & Lil Durk","MedicalLil Baby & Lil Durk"
58,2021-06-19,"Okay","Lil Baby & Lil Durk","OkayLil Baby & Lil Durk"
79,2021-06-19,"Please","Lil Baby & Lil Durk","PleaseLil Baby & Lil Durk"
68,2021-06-19,"Rich Off Pain","Lil Baby, Lil Durk & Rod Wave","Rich Off PainLil Baby, Lil Durk & Rod Wave"
71,2021-06-19,"Snowflakes","Tom MacDonald","SnowflakesTom MacDonald"
56,2021-06-19,"Still Hood","Lil Baby & Lil Durk","Still HoodLil Baby & Lil Durk"
73,2021-06-19,"That's Facts","Lil Baby & Lil Durk","That's FactsLil Baby & Lil Durk"
80,2021-06-19,"Up The Side","Lil Baby, Lil Durk & Young Thug","Up The SideLil Baby, Lil Durk & Young Thug"
46,2021-06-19,"Who I Want","Lil Baby & Lil Durk","Who I WantLil Baby & Lil Durk"
53,2021-06-26,"Black Hearted","Polo G","Black HeartedPolo G"
97,2021-06-26,"Bloody Canvas","Polo G","Bloody CanvasPolo G"
89,2021-06-26,"Boom","Polo G","BoomPolo G"
79,2021-06-26,"Clueless","Polo G Featuring Pop Smoke & Fivio Foreign","CluelessPolo G Featuring Pop Smoke & Fivio Foreign"
86,2021-06-26,"Go Part 1","Polo G Featuring G Herbo","Go Part 1Polo G Featuring G Herbo"
83,2021-06-26,"Heart Of A Giant","Polo G Featuring Rod Wave","Heart Of A GiantPolo G Featuring Rod Wave"
65,2021-06-26,"Malibu","Migos Featuring Polo G","MalibuMigos Featuring Polo G"
61,2021-06-26,"Modern Day","Migos","Modern DayMigos"
59,2021-06-26,"Painting Pictures","Polo G","Painting PicturesPolo G"
85,2021-06-26,"Party Lyfe","Polo G Featuring DaBaby","Party LyfePolo G Featuring DaBaby"
64,2021-06-26,"Solar Power","Lorde","Solar PowerLorde"
63,2021-06-26,"Toxic","Polo G","ToxicPolo G"
71,2021-06-26,"Type Shit","Migos & Cardi B","Type ShitMigos & Cardi B"
55,2021-07-10,"Corso","Tyler, The Creator","CorsoTyler, The Creator"
48,2021-07-10,"Hot Wind Blows","Tyler, The Creator Featuring Lil Wayne","Hot Wind BlowsTyler, The Creator Featuring Lil Wayne"
57,2021-07-10,"I Don't Do Drugs","Doja Cat Featuring Ariana Grande","I Don't Do DrugsDoja Cat Featuring Ariana Grande"
42,2021-07-10,"Lemonhead","Tyler, The Creator Featuring 42 Dugg","LemonheadTyler, The Creator Featuring 42 Dugg"
84,2021-07-10,"Manifesto","Tyler, The Creator Featuring Domo Genesis","ManifestoTyler, The Creator Featuring Domo Genesis"
66,2021-07-10,"Massa","Tyler, The Creator","MassaTyler, The Creator"
99,2021-07-10,"Rise!","Tyler, The Creator Featuring Daisy World","Rise!Tyler, The Creator Featuring Daisy World"
68,2021-07-10,"RunItUp","Tyler, The Creator Featuring Teezo Touchdown","RunItUpTyler, The Creator Featuring Teezo Touchdown"
59,2021-07-10,"Sir Baudelaire","Tyler, The Creator Featuring DJ Drama","Sir BaudelaireTyler, The Creator Featuring DJ Drama"
60,2021-07-10,"Sweet / I Thought You Wanted To Dance","Tyler, The Creator Featuring Brent Faiyaz & Fana Hues","Sweet / I Thought You Wanted To DanceTyler, The Creator Featuring Brent Faiyaz & Fana Hues"
95,2021-07-10,"Wilshire","Tyler, The Creator","WilshireTyler, The Creator"
81,2021-07-17,"Cry No More","G Herbo Featuring Polo G & Lil Tjay","Cry No MoreG Herbo Featuring Polo G & Lil Tjay"
73,2021-07-17,"Renegade","Big Red Machine Featuring Taylor Swift","RenegadeBig Red Machine Featuring Taylor Swift"
94,2021-07-24,"De Museo","Bad Bunny","De MuseoBad Bunny"
78,2021-07-24,"The Jackie","Bas With J. Cole & Lil TJay","The JackieBas With J. Cole & Lil TJay"
89,2021-07-24,"Volando","Mora, Bad Bunny & Sech","VolandoMora, Bad Bunny & Sech"
97,2021-07-31,"30","Pop Smoke Featuring Bizzy Banks","30Pop Smoke Featuring Bizzy Banks"
54,2021-07-31,"Bout A Million","Pop Smoke Featuring 21 Savage & 42 Dugg","Bout A MillionPop Smoke Featuring 21 Savage & 42 Dugg"
86,2021-07-31,"Demeanor","Pop Smoke Featuring Dua Lipa","DemeanorPop Smoke Featuring Dua Lipa"
82,2021-07-31,"Manslaughter","Pop Smoke Featuring Rick Ross & The-Dream","ManslaughterPop Smoke Featuring Rick Ross & The-Dream"
80,2021-07-31,"More Time","Pop Smoke","More TimePop Smoke"
71,2021-07-31,"Mr. Jones","Pop Smoke Featuring Future","Mr. JonesPop Smoke Featuring Future"
49,2021-07-31,"Tell The Vision","Pop Smoke Featuring Kanye West & Pusha T","Tell The VisionPop Smoke Featuring Kanye West & Pusha T"
88,2021-08-07,"Better Believe","Belly, The Weeknd & Young Thug","Better BelieveBelly, The Weeknd & Young Thug"
89,2021-08-07,"Lick Back","EST Gee","Lick BackEST Gee"
100,2021-08-07,"Still Chose You","The Kid LAROI Featuring Mustard","Still Chose YouThe Kid LAROI Featuring Mustard"
70,2021-08-14,"Billie Bossa Nova","Billie Eilish","Billie Bossa NovaBillie Eilish"
99,2021-08-14,"From The Garden","Isaiah Rashad Featuring Lil Uzi Vert","From The GardenIsaiah Rashad Featuring Lil Uzi Vert"
69,2021-08-14,"Getting Older","Billie Eilish","Getting OlderBillie Eilish"
90,2021-08-14,"Halley's Comet","Billie Eilish","Halley's CometBillie Eilish"
80,2021-08-14,"I Didn't Change My Number","Billie Eilish","I Didn't Change My NumberBillie Eilish"
72,2021-08-14,"Oxytocin","Billie Eilish","OxytocinBillie Eilish"
79,2021-08-21,"EPMD 2","Nas Featuring Eminem & EPMD","EPMD 2Nas Featuring Eminem & EPMD"
88,2021-08-21,"I Hope Ur Miserable Until Ur Dead","Nessa Barrett","I Hope Ur Miserable Until Ur DeadNessa Barrett"
86,2021-08-21,"Lose","KSI x Lil Wayne","LoseKSI x Lil Wayne"
100,2021-08-21,"Rare","Nas","RareNas"
89,2021-08-28,"Brainwashed","Tom MacDonald","BrainwashedTom MacDonald"
97,2021-08-28,"I Like Dat","T-Pain & Kehlani","I Like DatT-Pain & Kehlani"
78,2021-08-28,"Mind Of Melvin","YNW Melly Featuring Lil Uzi Vert","Mind Of MelvinYNW Melly Featuring Lil Uzi Vert"
79,2021-08-28,"Papercuts","Machine Gun Kelly","PapercutsMachine Gun Kelly"
98,2021-08-28,"Steal My Love","Dan + Shay","Steal My LoveDan + Shay"
60,2021-09-04,"Already Won","Rod Wave Featuring Lil Durk","Already WonRod Wave Featuring Lil Durk"
67,2021-09-04,"Betrayal","Trippie Redd Featuring Drake","BetrayalTrippie Redd Featuring Drake"
92,2021-09-04,"Danny Phantom","Trippie Redd Featuring XXXTENTACION","Danny PhantomTrippie Redd Featuring XXXTENTACION"
94,2021-09-04,"Demon Time","Trippie Redd Featuring Ski Mask The Slump God","Demon TimeTrippie Redd Featuring Ski Mask The Slump God"
69,2021-09-04,"Don't Go","Skrillex, Justin Bieber & Don Toliver","Don't GoSkrillex, Justin Bieber & Don Toliver"
91,2021-09-04,"Get Ready","Rod Wave Featuring Kodak Black","Get ReadyRod Wave Featuring Kodak Black"
90,2021-09-04,"I Guess I'm In Love","Clinton Kane","I Guess I'm In LoveClinton Kane"
86,2021-09-04,"MP5","Trippie Redd Featuring SoFaygo","MP5Trippie Redd Featuring SoFaygo"
56,2021-09-04,"Rich MF","Trippie Redd Featuring Lil Durk & Polo G","Rich MFTrippie Redd Featuring Lil Durk & Polo G"
96,2021-09-04,"Tick Tock","Young Thug","Tick TockYoung Thug"
99,2021-09-04,"Time Heals","Rod Wave","Time HealsRod Wave"
75,2021-09-04,"Visiting Hours","Ed Sheeran","Visiting HoursEd Sheeran"
93,2021-09-04,"What's Wrong","Rod Wave","What's WrongRod Wave"
43,2021-09-11,"24","Kanye West","24Kanye West"
77,2021-09-11,"Come To Life","Kanye West","Come To LifeKanye West"
58,2021-09-11,"Donda","Kanye West","DondaKanye West"
30,2021-09-11,"God Breathed","Kanye West","God BreathedKanye West"
42,2021-09-11,"Heaven And Hell","Kanye West","Heaven And HellKanye West"
64,2021-09-11,"I Am Not A Woman, I'm A God","Halsey","I Am Not A Woman, I'm A GodHalsey"
63,2021-09-11,"Jail Pt 2","Kanye West","Jail Pt 2Kanye West"
59,2021-09-11,"Keep My Spirit Alive","Kanye West","Keep My Spirit AliveKanye West"
70,2021-09-11,"Lord I Need You","Kanye West","Lord I Need YouKanye West"
68,2021-09-11,"New Again","Kanye West","New AgainKanye West"
53,2021-09-11,"No Child Left Behind","Kanye West","No Child Left BehindKanye West"
52,2021-09-11,"Pure Souls","Kanye West","Pure SoulsKanye West"
90,2021-09-11,"Tell The Vision","Kanye West","Tell The VisionKanye West"
32,2021-09-18,"Fucking Fans","Drake","Fucking FansDrake"
35,2021-09-18,"The Remorse","Drake","The RemorseDrake"
84,2021-09-25,"Lalisa","Lisa","LalisaLisa"
53,2021-09-25,"Range Brothers","Baby Keem & Kendrick Lamar","Range BrothersBaby Keem & Kendrick Lamar"
97,2021-10-02,"Am I Dreaming","Lil Nas X Featuring Miley Cyrus","Am I DreamingLil Nas X Featuring Miley Cyrus"
72,2021-10-02,"Dead Right Now","Lil Nas X","Dead Right NowLil Nas X"
47,2021-10-02,"Dolla Sign Slime","Lil Nas X Featuring Megan Thee Stallion","Dolla Sign SlimeLil Nas X Featuring Megan Thee Stallion"
90,2021-10-02,"Lost In The Citadel","Lil Nas X","Lost In The CitadelLil Nas X"
88,2021-10-02,"One Of Me","Lil Nas X Featuring Elton John","One Of MeLil Nas X Featuring Elton John"
42,2021-10-02,"Scoop","Lil Nas X Featuring Doja Cat","ScoopLil Nas X Featuring Doja Cat"
86,2021-10-02,"Tales Of Dominica","Lil Nas X","Tales Of DominicaLil Nas X"
37,2021-10-02,"Wildest Dreams (Taylor's Version)","Taylor Swift","Wildest Dreams (Taylor's Version)Taylor Swift"
59,2021-10-09,"50 Shots","YoungBoy Never Broke Again","50 ShotsYoungBoy Never Broke Again"
92,2021-10-09,"Baddest Thing","YoungBoy Never Broke Again","Baddest ThingYoungBoy Never Broke Again"
62,2021-10-09,"Break Or Make Me","YoungBoy Never Broke Again","Break Or Make MeYoungBoy Never Broke Again"
80,2021-10-09,"Forgiato","YoungBoy Never Broke Again","ForgiatoYoungBoy Never Broke Again"
53,2021-10-09,"Hold Me Down","YoungBoy Never Broke Again","Hold Me DownYoungBoy Never Broke Again"
69,2021-10-09,"I Can't Take It Back","YoungBoy Never Broke Again","I Can't Take It BackYoungBoy Never Broke Again"
83,2021-10-09,"Rich Shit","YoungBoy Never Broke Again","Rich ShitYoungBoy Never Broke Again"
67,2021-10-09,"Sincerely","YoungBoy Never Broke Again","SincerelyYoungBoy Never Broke Again"
61,2021-10-09,"Smoke Strong","YoungBoy Never Broke Again","Smoke StrongYoungBoy Never Broke Again"
99,2021-10-09,"Toxic Punk","YoungBoy Never Broke Again","Toxic PunkYoungBoy Never Broke Again"
66,2021-10-16,"Expensive Pain","Meek Mill","Expensive PainMeek Mill"
91,2021-10-16,"Feelin Like Tunechi","Lil Wayne Featuring Rich The Kid","Feelin Like TunechiLil Wayne Featuring Rich The Kid"
60,2021-10-16,"Hot","Meek Mill Featuring Moneybagg Yo","HotMeek Mill Featuring Moneybagg Yo"
36,2021-10-16,"Intro (Hate On Me)","Meek Mill","Intro (Hate On Me)Meek Mill"
78,2021-10-16,"Last One Standing","Skylar Grey, Polo G, Mozzy & Eminem","Last One StandingSkylar Grey, Polo G, Mozzy & Eminem"
90,2021-10-16,"Love Train","Meek Mill","Love TrainMeek Mill"
89,2021-10-16,"Me (FWM)","Meek Mill Featuring A$AP Ferg","Me (FWM)Meek Mill Featuring A$AP Ferg"
69,2021-10-16,"On My Soul","Meek Mill","On My SoulMeek Mill"
76,2021-10-16,"Outside (100 MPH)","Meek Mill","Outside (100 MPH)Meek Mill"
95,2021-10-16,"Ride For You","Meek Mill Featuring Kehlani","Ride For YouMeek Mill Featuring Kehlani"
83,2021-10-16,"The Feels","TWICE","The FeelsTWICE"
91,2021-10-30,"Let Somebody Go","Coldplay X Selena Gomez","Let Somebody GoColdplay X Selena Gomez"
68,2021-10-30,"Livin It Up","Young Thug With Post Malone & A$AP Rocky","Livin It UpYoung Thug With Post Malone & A$AP Rocky"
95,2021-10-30,"Peepin Out The Window","Young Thug With Future & BSlime","Peepin Out The WindowYoung Thug With Future & BSlime"
78,2021-10-30,"Rich N***a Shit","Young Thug With Juice WRLD","Rich N***a ShitYoung Thug With Juice WRLD"
69,2021-10-30,"Stressed","Young Thug With J. Cole & T-Shyne","StressedYoung Thug With J. Cole & T-Shyne"
61,2021-11-06,"Not In The Mood","Lil Tjay, Fivio Foreign & Kay Flock","Not In The MoodLil Tjay, Fivio Foreign & Kay Flock"
61,2021-11-13,"Demon High","Lil Uzi Vert","Demon HighLil Uzi Vert"
82,2021-11-13,"Eat It","Megan Thee Stallion","Eat ItMegan Thee Stallion"
100,2021-11-13,"Ghost Town","Benson Boone","Ghost TownBenson Boone"
81,2021-11-13,"Rap Freaks","Yung Miami","Rap FreaksYung Miami"
56,2021-11-20,"4th Baby Mama","Summer Walker","4th Baby MamaSummer Walker"
25,2021-11-20,"Bitter","Summer Walker & Cardi B","BitterSummer Walker & Cardi B"
76,2021-11-20,"Broken Promises","Summer Walker","Broken PromisesSummer Walker"
54,2021-11-20,"Circus","Summer Walker","CircusSummer Walker"
60,2021-11-20,"Closure","Summer Walker","ClosureSummer Walker"
49,2021-11-20,"Constant Bulls**t","Summer Walker","Constant Bulls**tSummer Walker"
77,2021-11-20,"Dat Right There","Summer Walker, Pharrell Williams & The Neptunes","Dat Right ThereSummer Walker, Pharrell Williams & The Neptunes"
52,2021-11-20,"Insane","Summer Walker","InsaneSummer Walker"
89,2021-11-20,"Jumpin","NLE Choppa Featuring Polo G","JumpinNLE Choppa Featuring Polo G"
26,2021-11-20,"Mafia","Travis Scott","MafiaTravis Scott"
44,2021-11-20,"Reciprocate","Summer Walker","ReciprocateSummer Walker"
73,2021-11-20,"Screwin","Summer Walker & Omarion","ScrewinSummer Walker & Omarion"
68,2021-11-20,"Session 33","Summer Walker","Session 33Summer Walker"
59,2021-11-20,"Switch A N*gga Out","Summer Walker","Switch A N*gga OutSummer Walker"
41,2021-11-20,"Throw It Away","Summer Walker","Throw It AwaySummer Walker"
45,2021-11-20,"Toxic","Summer Walker Featuring Lil Durk","ToxicSummer Walker Featuring Lil Durk"
48,2021-11-20,"Unloyal","Summer Walker & Ari Lennox","UnloyalSummer Walker & Ari Lennox"
50,2021-11-20,"You Don't Know Me","Summer Walker","You Don't Know MeSummer Walker"
52,2021-11-27,"22 (Taylor's Version)","Taylor Swift","22 (Taylor's Version)Taylor Swift"
68,2021-11-27,"After Last Night","Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins","After Last NightSilk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins"
69,2021-11-27,"Babe (Taylor's Version) (From The Vault)","Taylor Swift","Babe (Taylor's Version) (From The Vault)Taylor Swift"
77,2021-11-27,"Begin Again (Taylor's Version)","Taylor Swift","Begin Again (Taylor's Version)Taylor Swift"
51,2021-11-27,"Better Man (Taylor's Version) (From The Vault)","Taylor Swift","Better Man (Taylor's Version) (From The Vault)Taylor Swift"
73,2021-11-27,"Blast Off","Silk Sonic (Bruno Mars & Anderson .Paak)","Blast OffSilk Sonic (Bruno Mars & Anderson .Paak)"
87,2021-11-27,"Come Back...Be Here (Taylor's Version)","Taylor Swift","Come Back...Be Here (Taylor's Version)Taylor Swift"
63,2021-11-27,"Everything Has Changed (Taylor's Version)","Taylor Swift Featuring Ed Sheeran","Everything Has Changed (Taylor's Version)Taylor Swift Featuring Ed Sheeran"
81,2021-11-27,"Fly As Me","Silk Sonic (Bruno Mars & Anderson .Paak)","Fly As MeSilk Sonic (Bruno Mars & Anderson .Paak)"
79,2021-11-27,"Forever Winter (Taylor's Version) (From The Vault)","Taylor Swift","Forever Winter (Taylor's Version) (From The Vault)Taylor Swift"
76,2021-11-27,"Holy Ground (Taylor's Version)","Taylor Swift","Holy Ground (Taylor's Version)Taylor Swift"
59,2021-11-27,"I Almost Do (Taylor's Version)","Taylor Swift","I Almost Do (Taylor's Version)Taylor Swift"
46,2021-11-27,"I Knew You Were Trouble (Taylor's Version)","Taylor Swift","I Knew You Were Trouble (Taylor's Version)Taylor Swift"
94,2021-11-27,"La Fama","Rosalia Featuring The Weeknd","La FamaRosalia Featuring The Weeknd"
43,2021-11-27,"Nothing New (Taylor's Version) (From The Vault)","Taylor Swift Featuring Phoebe Bridgers","Nothing New (Taylor's Version) (From The Vault)Taylor Swift Featuring Phoebe Bridgers"
78,2021-11-27,"Put On A Smile","Silk Sonic (Bruno Mars & Anderson .Paak)","Put On A SmileSilk Sonic (Bruno Mars & Anderson .Paak)"
