"chart_position","chart_date","song","performer","song_id"
94,1966-01-01,"Yesterday Man","Chris Andrews","Yesterday ManChris Andrews"
93,1966-01-15,"Think Twice","Jackie Wilson And LaVern Baker","Think TwiceJackie Wilson And LaVern Baker"
98,1966-01-29,"Fly Me To The Moon","Sam & Bill","Fly Me To The MoonSam & Bill"
92,1966-01-29,"My Answer","Jimmy McCracklin","My AnswerJimmy McCracklin"
94,1966-01-29,"Rib Tip's (Part 1)","Andre Williams & His Orch.","Rib Tip's (Part 1)Andre Williams & His Orch."
100,1966-02-12,"We Got The Winning Hand","Little Milton","We Got The Winning HandLittle Milton"
99,1966-03-12,"My Babe","Roy Head And The Traits","My BabeRoy Head And The Traits"
95,1966-03-19,"Big Time","Lou Christie","Big TimeLou Christie"
98,1966-04-02,"Stop!","The Moody Blues","Stop!The Moody Blues"
95,1966-04-02,"Uptight (Everything's Alright)","The Jazz Crusaders","Uptight (Everything's Alright)The Jazz Crusaders"
99,1966-04-16,"3000 Miles","Brian Hyland","3000 MilesBrian Hyland"
100,1966-04-16,"Greetings (This Is Uncle Sam)","The Monitors","Greetings (This Is Uncle Sam)The Monitors"
97,1966-04-30,"Let's Go Steady Again","Sam Cooke","Let's Go Steady AgainSam Cooke"
92,1966-05-07,"Bad Eye","Willie Mitchell","Bad EyeWillie Mitchell"
98,1966-05-21,"Sam, You Made The Pants Too Long","Barbra Streisand","Sam, You Made The Pants Too LongBarbra Streisand"
91,1966-06-04,"He Will Break Your Heart","The Righteous Brothers","He Will Break Your HeartThe Righteous Brothers"
100,1966-06-18,"Hand Jive","The Strangeloves","Hand JiveThe Strangeloves"
96,1966-07-16,"You're Nobody Till Somebody Loves You","The Wonder Who?","You're Nobody Till Somebody Loves YouThe Wonder Who?"
99,1966-07-30,"Love Attack","James Carr","Love AttackJames Carr"
100,1966-07-30,"Takin' All I Can Get","Mitch Ryder And The Detroit Wheels","Takin' All I Can GetMitch Ryder And The Detroit Wheels"
100,1966-08-27,"Safe And Sound","Fontella Bass","Safe And SoundFontella Bass"
98,1966-09-03,"Baby I Love You","Jimmy Holiday","Baby I Love YouJimmy Holiday"
100,1966-09-03,"Day Tripper","The Vontastics","Day TripperThe Vontastics"
91,1966-09-03,"Who Do You Think You Are","The Shindogs","Who Do You Think You AreThe Shindogs"
92,1966-09-10,"Roller Coaster","The Ides Of March","Roller CoasterThe Ides Of March"
97,1966-09-24,"Function At The Junction","Shorty Long","Function At The JunctionShorty Long"
99,1966-09-24,"Open Up Your Door","Richard And The Young Lions","Open Up Your DoorRichard And The Young Lions"
100,1966-09-24,"The Other Side Of This Life","Peter, Paul & Mary","The Other Side Of This LifePeter, Paul & Mary"
93,1966-10-01,"Philly Dog","Herbie Mann","Philly DogHerbie Mann"
100,1966-10-15,"I Can't Give You Anything But Love","Bert Kaempfert And His Orchestra","I Can't Give You Anything But LoveBert Kaempfert And His Orchestra"
96,1966-10-22,"Every Day And Every Night","The Trolls","Every Day And Every NightThe Trolls"
100,1966-10-29,"I Can Hear Music","The Ronettes Featuring Veronica","I Can Hear MusicThe Ronettes Featuring Veronica"
93,1966-11-12,"It's-A-Happening","The Magic Mushrooms","It's-A-HappeningThe Magic Mushrooms"
100,1966-11-19,"Help Me (Get Myself Back Together Again)","The Spellbinders","Help Me (Get Myself Back Together Again)The Spellbinders"
97,1966-11-26,"Behind The Door","Cher","Behind The DoorCher"
98,1966-12-24,"Any Way That You Want Me","Liverpool Five","Any Way That You Want MeLiverpool Five"
90,1966-12-24,"I'm Gonna Make You Mine","The Shadows Of Knight","I'm Gonna Make You MineThe Shadows Of Knight"
99,1966-12-24,"That's The Tune","The Vogues","That's The TuneThe Vogues"
99,1967-03-11,"Mellow Yellow","Senator Bobby & Senator McKinley","Mellow YellowSenator Bobby & Senator McKinley"
98,1967-03-18,"I Want To Talk About You","Ray Charles","I Want To Talk About YouRay Charles"
91,1967-04-08,"Sing Along With Me","Tommy Roe","Sing Along With MeTommy Roe"
100,1967-04-08,"Think","Vicki Anderson & James Brown","ThinkVicki Anderson & James Brown"
96,1967-04-15,"Make Love To Me","Johnny Thunder & Ruby Winters","Make Love To MeJohnny Thunder & Ruby Winters"
94,1967-04-15,"Time Alone Will Tell","Connie Francis","Time Alone Will TellConnie Francis"
98,1967-04-29,"Georgy Girl","Baja Marimba Band","Georgy GirlBaja Marimba Band"
99,1967-04-29,"I Got What You Need","Kim Weston","I Got What You NeedKim Weston"
91,1967-05-06,"Daddy's Home","Chuck Jackson & Maxine Brown","Daddy's HomeChuck Jackson & Maxine Brown"
96,1967-05-06,"I Believed It All","Pozo Seco Singers","I Believed It AllPozo Seco Singers"
92,1967-05-06,"When Love Slips Away","Dee Dee Warwick","When Love Slips AwayDee Dee Warwick"
99,1967-05-06,"When Tomorrow Comes","Carla Thomas","When Tomorrow ComesCarla Thomas"
94,1967-05-13,"I Can't Help It (If I'm Still In Love With You)","B.J. Thomas","I Can't Help It (If I'm Still In Love With You)B.J. Thomas"
97,1967-05-13,"My Old Car","Lee Dorsey","My Old CarLee Dorsey"
91,1967-05-27,"Hello, Hello","Claudine Longet","Hello, HelloClaudine Longet"
92,1967-05-27,"That's Someone You Never Forget","Elvis Presley With The Jordanaires","That's Someone You Never ForgetElvis Presley With The Jordanaires"
96,1967-06-03,"Only Love Can Break A Heart","Margaret Whiting","Only Love Can Break A HeartMargaret Whiting"
95,1967-06-03,"Why? (Am I Treated So Bad)","The Staple Singers","Why? (Am I Treated So Bad)The Staple Singers"
99,1967-06-10,"Little Miss Sunshine","Tommy Roe","Little Miss SunshineTommy Roe"
99,1967-06-17,"Two In The Afternoon","Dino, Desi & Billy","Two In The AfternoonDino, Desi & Billy"
91,1967-06-24,"Some Kind Of Wonderful","Soul Brothers Six","Some Kind Of WonderfulSoul Brothers Six"
97,1967-06-24,"The Jokers","Peter And Gordon","The JokersPeter And Gordon"
98,1967-06-24,"Thread The Needle","Clarence Carter","Thread The NeedleClarence Carter"
98,1967-07-01,"Don't Rock The Boat","Eddie Floyd","Don't Rock The BoatEddie Floyd"
93,1967-07-08,"Temptation","Boots Randolph","TemptationBoots Randolph"
93,1967-07-15,"I Could Be So Happy","The Magnificent Men","I Could Be So HappyThe Magnificent Men"
97,1967-07-29,"Devil's Angels","Davie Allan And The Arrows","Devil's AngelsDavie Allan And The Arrows"
98,1967-07-29,"Happy And Me","Don And The Goodtimes","Happy And MeDon And The Goodtimes"
92,1967-07-29,"It's Been A Long Long Time","The Elgins","It's Been A Long Long TimeThe Elgins"
96,1967-08-26,"How Can You Mistreat The One You Love","Jean & The Darlings","How Can You Mistreat The One You LoveJean & The Darlings"
97,1967-08-26,"Love Is A Doggone Good Thing","Eddie Floyd","Love Is A Doggone Good ThingEddie Floyd"
94,1967-09-02,"Paper Sun","Traffic featuring Stevie Winwood","Paper SunTraffic featuring Stevie Winwood"
95,1967-09-02,"Penny Arcade","The Cyrkle","Penny ArcadeThe Cyrkle"
98,1967-09-02,"There Goes The Lover","Gene Chandler","There Goes The LoverGene Chandler"
100,1967-09-16,"Time Seller","The Spencer Davis Group","Time SellerThe Spencer Davis Group"
92,1967-10-21,"Believe In Me Baby - Part I","Jesse James","Believe In Me Baby - Part IJesse James"
93,1967-10-21,"To Sir, With Love","Herbie Mann","To Sir, With LoveHerbie Mann"
100,1967-11-11,"He Ain't Give You None","Freddie Scott","He Ain't Give You NoneFreddie Scott"
92,1968-01-20,"Hey Boy Take A Chance On Love","Ruby Andrews","Hey Boy Take A Chance On LoveRuby Andrews"
100,1968-01-27,"Keep The Ball Rollin'","Al Hirt","Keep The Ball Rollin'Al Hirt"
98,1968-02-17,"I'm Hypnotized","Anthony & The Imperials","I'm HypnotizedAnthony & The Imperials"
98,1968-03-02,"Dear Delilah","Grapefruit","Dear DelilahGrapefruit"
94,1968-03-09,"(You Can't Let The Boy Overpower) The Man In You","Chuck Jackson","(You Can't Let The Boy Overpower) The Man In YouChuck Jackson"
96,1968-03-30,"The Inner Light","The Beatles","The Inner LightThe Beatles"
100,1968-04-20,"Louisiana Man","Bobbie Gentry","Louisiana ManBobbie Gentry"
94,1968-04-20,"The Shadow Of Your Love","5 Stairsteps and Cubie","The Shadow Of Your Love5 Stairsteps and Cubie"
97,1968-09-14,"(I Can Feel Your Love) Slipping Away","Barbara Mason","(I Can Feel Your Love) Slipping AwayBarbara Mason"
93,1968-09-14,"Do The Best You Can","The Hollies","Do The Best You CanThe Hollies"
98,1968-09-28,"The B.B. Jones","B.B. King","The B.B. JonesB.B. King"
96,1968-10-26,"Golden Gate Park","Rejoice!","Golden Gate ParkRejoice!"
98,1968-11-16,"I Worry About You","Joe Simon","I Worry About YouJoe Simon"
93,1968-12-14,"Don't Be Afraid (Do As I Say)","Frankie Karl & The Dreams","Don't Be Afraid (Do As I Say)Frankie Karl & The Dreams"
97,1968-12-14,"The Worm","Jimmy McGriff","The WormJimmy McGriff"
95,1969-01-11,"If I Only Had Time","Nick DeCaro","If I Only Had TimeNick DeCaro"
99,1969-02-01,"Saturday Night At The World","Mason Williams","Saturday Night At The WorldMason Williams"
87,1969-02-08,"My World Is Empty Without You","Jose Feliciano","My World Is Empty Without YouJose Feliciano"
96,1969-02-08,"The Tra La La Song (One Banana, Two Banana)","The Banana Splits","The Tra La La Song (One Banana, Two Banana)The Banana Splits"
96,1969-03-01,"Sweeter Than Sugar","Ohio Express","Sweeter Than SugarOhio Express"
95,1969-03-29,"One Eye Open","The Maskman & The Agents","One Eye OpenThe Maskman & The Agents"
98,1969-03-29,"Something's On Her Mind","The 4 Seasons","Something's On Her MindThe 4 Seasons"
97,1969-04-26,"Home To You","Earth Opera","Home To YouEarth Opera"
97,1969-05-10,"Ivory","Bob Seger System","IvoryBob Seger System"
96,1969-05-10,"Turn Around And Love You","Rita Coolidge","Turn Around And Love YouRita Coolidge"
97,1969-06-21,"And She's Mine","Spanky And Our Gang","And She's MineSpanky And Our Gang"
96,1969-07-12,"Birds Of A Feather","Joe South","Birds Of A FeatherJoe South"
100,1969-08-23,"Memphis Train","Buddy Miles Express","Memphis TrainBuddy Miles Express"
95,1969-10-11,"All God's Children Got Soul","Dorothy Morrison","All God's Children Got SoulDorothy Morrison"
97,1969-11-08,"That's How Heartaches Are Made","The Marvelettes","That's How Heartaches Are MadeThe Marvelettes"
100,1969-11-15,"St. Louis","The Easybeats","St. LouisThe Easybeats"
93,1969-11-29,"No One Better Than You","Petula Clark","No One Better Than YouPetula Clark"
100,1969-12-06,"Camel Back","A.B. Skhy","Camel BackA.B. Skhy"
100,1969-12-13,"Big In Vegas","Buck Owens and The Buckaroos","Big In VegasBuck Owens and The Buckaroos"
95,1969-12-13,"Land Of 1000 Dances","The Electric Indian","Land Of 1000 DancesThe Electric Indian"
